Tabla,Codigo,Nombre,Descripcion,Habilitado,Aplicacion,IsStandardGEL,IsStandardMSPS,Extra_I:Cobertura,Extra_II,Extra_III,Extra_IV,Extra_V,Extra_VI,Extra_VII,Extra_VIII,Extra_IX,Extra_X,ValorRegistro,UsuarioResponsable,Fecha_Actualizacion,IsPublicPrivate
CUPS,682402,MIOMECTOMIA UTERINA UNICA O MULTIPLE POR VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.2.4.02,682402,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,682403,MIOMECTOMIA UTERINA UNICA O MULTIPLE POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.2.4.03,682403,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,682404,MIOMECTOMIA UTERINA UNICA O MULTIPLE POR HISTEROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.2.4.04,682404,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,682501,ABLACION ENDOMETRIAL O ENDOMETRECTOMIA POR VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.2.5.01,682501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,682510,ABLACION ENDOMETRIAL O ENDOMETRECTOMIA POR HISTEROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.2.5.10,682510,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,683101,HISTERECTOMIA SUBTOTAL O SUPRACERVICAL POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.3.1.01,683101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,683111,"HISTERECTOMIA SUBTOTAL O SUPRACERVICAL, POR LAPAROSCOPIA",CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.3.1.11,683111,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,684001,HISTERECTOMIA TOTAL ABDOMINAL CON REMOCION DE MOLA O FETO MUERTO POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.4.0.01,684001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,684003,HISTERECTOMIA TOTAL POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.4.0.03,684003,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,684020,HISTERECTOMIA TOTAL POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.4.0.20,684020,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,684103,HISTERECTOMIA TOTAL ABDOMINAL AMPLIADA POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.4.1.03,684103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,684104,HISTERECTOMIA TOTAL ABDOMINAL AMPLIADA POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.4.1.04,684104,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,685102,HISTERECTOMIA POR VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.5.1.02,685102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,686001,HISTERECTOMIA RADICAL POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.6.0.01,686001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,686011,HISTERECTOMIA RADICAL POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.6.0.11,686011,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,686102,HISTERECTOMIA RADICAL MODIFICADA POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.6.1.02,686102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,686110,HISTERECTOMIA RADICAL MODIFICADA POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.6.1.10,686110,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,687001,HISTERECTOMIA RADICAL POR VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.7.0.01,687001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,688101,EXENTERACION O EVISCERACION PELVICA FEMENINA TOTAL O COMPLETA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.8.1.01,688101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,688201,EXENTERACION ANTERIOR: UTERO Y VEJIGA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.8.2.01,688201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,688301,EXENTERACION POSTERIOR: UTERO Y RECTO,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,68.8.3.01,688301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,690103,LEGRADO UTERINO GINECOLOGICO,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.0.1.03,690103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691101,ESCISION Y ABLACION DE ENDOMETRIOSIS POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.1.01,691101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691102,ESCISION O ABLACION DE LESION O TEJIDO EN ESTRUCTURAS DE SOPORTE,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.1.02,691102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691103,ESCISION O ABLACION DE ENDOMETRIOSIS PROFUNDA POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.1.03,691103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691110,RESECCION DE TUMOR DE LIGAMENTO ANCHO POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.1.10,691110,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691130,SECCION DE LIGAMENTO UTERO SACRO POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.1.30,691130,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691201,ESCISION Y ABLACION DE ENDOMETROSIS ESTADOS I Y II POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.2.01,691201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691202,ESCISION Y ABLACION DE ENDOMETROSIS ESTADOS III Y IV POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.2.02,691202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691203,ESCISION O ABLACION ENDOSCOPICA DE LESION O TEJIDO EN ESTRUCTURAS DE SOPORTE,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.2.03,691203,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691204,ESCISION O ABLACION DE ENDOMETRIOSIS PROFUNDA POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.2.04,691204,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691205,RESECCION DE LESION DE LIGAMENTO ANCHO POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.2.05,691205,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691230,SECCION DE LIGAMENTO UTERO SACRO POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.2.30,691230,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691301,SECCION DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VIA LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.3.01,691301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691302,SECCION DE ADHERENCIAS UTERINAS A PARED ABDOMINAL VIA LAPAROSCOPICA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.3.02,691302,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691901,DRENAJE DE COLECCION DE LIGAMENTO ANCHO POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.9.01,691901,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691902,DRENAJE DE COLECCION DE LIGAMENTO ANCHO POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.9.02,691902,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,691910,CITORREDUCCION DE TUMOR DE LIGAMENTO ANCHO O DE LIGAMENTO UTERO SACRO,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.1.9.10,691910,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,692110,INTERPOSICION UTERINA(WATKINS),CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.2.1.10,692110,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,692201,HISTEROPEXIA POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.2.2.01,692201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,692202,HISTEROPEXIA POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.2.2.02,692202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,692203,HISTEROPEXIA POR VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.2.2.03,692203,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,692204,CERVICOPEXIA POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.2.2.04,692204,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,692205,CERVICOPEXIA POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.2.2.05,692205,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,692206,CERVICOPEXIA POR VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.2.2.06,692206,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694101,HISTERORRAFIA POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.1.01,694101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694102,HISTERORRAFIA POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.1.02,694102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694201,CIERRE DE FISTULA DE UTERO (ISTMOCELE) POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.2.01,694201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694202,CIERRE DE FISTULA DE UTERO (ISTMOCELE) POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.2.02,694202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694203,CIERRE DE FISTULA DE UTERO (ISTMOCELE) POR VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.2.03,694203,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694204,CIERRE DE FISTULA DE UTERO (ISTMOCELE) POR HISTEROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.2.04,694204,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694301,REPARACION DE UTERO BICORNE POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.3.01,694301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694302,REPARACION DE UTERO BICORNE POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.3.02,694302,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694901,HISTEROPLASTIA(OPERACION DE STRASMAN) POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.9.01,694901,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,694902,HISTEROPLASTIA POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.4.9.02,694902,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,697101,INSERCION DE DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO(DIU),CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.7.1.01,697101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,698001,EXTRACCION DE CUERPO EXTRANO INTRAUTERINO POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.8.0.01,698001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,698002,EXTRACCION DE CUERPO EXTRANO INTRAUTERINO POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.8.0.02,698002,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,698003,EXTRACCION DE CUERPO EXTRANO INTRAUTERINO POR HISTEROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.8.0.03,698003,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,698004,EXTRACCION DE CUERPO EXTRANO INTRAUTERINO POR LEGRADO,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.8.0.04,698004,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,699101,INSERCION DE DISPOSITIVO TERAPEUTICO NO ANTICONCEPTIVO EN EL UTERO,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.9.1.01,699101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,699102,INSERCION DE DISPOSITIVO TERAPEUTICO NO ANTICONCEPTIVO EN CERVIX,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.9.1.02,699102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,699103,INSERCION DE DISPOSITIVO TERAPEUTICO NO ANTICONCEPTIVO EN VAGINA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.9.1.03,699103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,699601,RETIRO DE MATERIAL DE CERCLAJE DE CUELLO UTERINO POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.9.6.01,699601,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,699602,RETIRO DE MATERIAL DE CERCLAJE DE CUELLO UTERINO VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.9.6.02,699602,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,699701,RETIRO DE DISPOSITIVO EN CUELLO UTERINO VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.9.7.01,699701,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,699702,RETIRO CUERPO EXTRANO PENETRANTE EN CUELLO UTERINO VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,69.9.7.02,699702,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,700101,CULDOCENTESIS(COLPOCENTESIS),CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.0.1.01,700101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,701204,COLPOTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.1.2.04,701204,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,701301,LIBERACION DE ADHERENCIAS INTRALUMINALES EN VAGINA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.1.3.01,701301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,701410,SECCION O INCISION DE TABIQUE VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.1.4.10,701410,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,701420,DRENAJE DE COLECCION DE FONDO DE SACO (CUPULA VAGINAL),CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.1.4.20,701420,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,701430,VAGINOPERINEOTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.1.4.30,701430,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,702101,VAGINOSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.2.1.01,702101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,702203,COLPOSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.2.2.03,702203,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,702401,BIOPSIA DE VAGINA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.2.4.01,702401,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,703101,HIMENECTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.3.1.01,703101,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,703102,HIMENOTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.3.1.02,703102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,703301,RESECCION DEL TABIQUE VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.3.3.01,703301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,703302,RESECCION O ABLACION DE LESION O TEJIDO VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.3.3.02,703302,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,703340,RESECCION DE TUMOR MALIGNO DE VAGINA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.3.3.40,703340,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,704001,VAGINECTOMIA O COLPECTOMIA TOTAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.4.0.01,704001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,704002,VAGINECTOMIA O COLPECTOMIA PARCIAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.4.0.02,704002,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,704003,OBLITERACION VAGINAL(COLPOCLEISIS),CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.4.0.03,704003,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,704201,VAGINECTOMIA RADICAL POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.4.2.01,704201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,704202,VAGINECTOMIA RADICAL POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.4.2.02,704202,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,704203,VAGINECTOMIA RADICAL VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.4.2.03,704203,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,705110,COLPORRAFIA ANTERIOR CON PLASTIA O REPARACION DE URETROCELE,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.5.1.10,705110,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,705210,COLPORRAFIA POSTERIOR,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.5.2.10,705210,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,705301,COLPORRAFIA ANTERIOR Y POSTERIOR,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.5.3.01,705301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,705302,COLPORRAFIA ANTERIOR Y POSTERIOR CON REPARACION DE ENTEROCELE,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.5.3.02,705302,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,705303,COLPORRAFIA ANTERIOR Y POSTERIOR CON AMPUTACION DE CUELLO,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.5.3.03,705303,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,706001,RECONSTRUCCION DE VAGINA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.6.0.01,706001,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,706102,VAGINOPLASTIA VIA PERINEAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.6.1.02,706102,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,706103,VAGINOPLASTIA VIA ABDOMINOPERINEAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.6.1.03,706103,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,706104,VAGINOPLASTIA POR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.6.1.04,706104,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,706105,VAGINOPLASTIA POR LAPAROSCOPIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.6.1.05,706105,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,707110,REPARACION DE DESGARRO VAGINAL NO OBSTETRICO GRADO I-II (COMPROMISO MUCOSO O MUSCULAR),CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.7.1.10,707110,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,707120,REPARACION DE DESGARRO VAGINAL NO OBSTETRICO GRADO III (RECTOVAGINAL CON COMPROMISO DE ESFINTER ANAL),CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.7.1.20,707120,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,707130,REPARACION DE DESGARRO VAGINAL NO OBSTETRICO GRADO IV (ESTALLIDO DE VEJIGA CON O SIN EVISCERACION),CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.7.1.30,707130,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,707201,CORRECCION DE FISTULA COLOVAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.7.2.01,707201,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,707301,CORRECCION DE FISTULA RECTO-VAGINAL O PERINEAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.7.3.01,707301,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,707401,CORRECCION DE OTRA FISTULA VAGINOINTESTINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.7.4.01,707401,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,707501,CIERRE DE FISTULA URETROVAGINAL O VESICO VAGINALPOR LAPAROTOMIA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.7.5.01,707501,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,707502,CIERRE DE FISTULA URETROVAGINAL O VESICO VAGINAL VIA LAPAROSCOPICA,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.7.5.02,707502,,,,,,,NA,,,2025-04-03 11:27:25 AM,
CUPS,707503,CIERRE DE FISTULA URETROVAGINAL O VESICO VAGINAL VIA VAGINAL,CapItulo 12 SISTEMA REPRODUCTOR FEMENINO,SI,,False,False,SUBCATEGORIA,70.7.5.03,707503,,,,,,,NA,,,2025-04-03 11:27:25 AM,
